comment_url,html_url,author_login,author_url,created_at,updated_at,comment_body
https://api.github.com/repos/freeCodeCamp/freeCodeCamp/issues/comments/2330331840,https://github.com/freeCodeCamp/freeCodeCamp/pull/56007#issuecomment-2330331840,camperbot,https://github.com/camperbot,2024-09-04T23:43:53Z,2024-09-04T23:43:53Z,"Thanks for your pull request.

**Please remove the changes made to the non-English versions of the files. No need to close this pull request; just add more commits as needed.**

We require you to change **only English** versions of files in the codebase. Translations to corresponding files in other world languages are managed on our translation platform. Once your pull request is merged, changes will be synced automatically to other world languages.

Please visit [our contributing guidelines](https://contribute.freecodecamp.org) to learn more about translating freeCodeCamp's resources.

As always, we value all of your contributions.

Happy contributing!

---
_**Note:** This message was automatically generated by a bot. If you feel this message is in error or would like help resolving it, feel free to reach us [in our contributor chat](https://discord.gg/PRyKn3Vbay)._"
https://api.github.com/repos/freeCodeCamp/freeCodeCamp/issues/comments/2330342418,https://github.com/freeCodeCamp/freeCodeCamp/pull/56007#issuecomment-2330342418,camperbot,https://github.com/camperbot,2024-09-04T23:57:02Z,2024-09-04T23:57:02Z,"Thanks for your pull request.

**Please remove the changes made to the non-English versions of the files. No need to close this pull request; just add more commits as needed.**

We require you to change **only English** versions of files in the codebase. Translations to corresponding files in other world languages are managed on our translation platform. Once your pull request is merged, changes will be synced automatically to other world languages.

Please visit [our contributing guidelines](https://contribute.freecodecamp.org) to learn more about translating freeCodeCamp's resources.

As always, we value all of your contributions.

Happy contributing!

---
_**Note:** This message was automatically generated by a bot. If you feel this message is in error or would like help resolving it, feel free to reach us [in our contributor chat](https://discord.gg/PRyKn3Vbay)._"
https://api.github.com/repos/freeCodeCamp/freeCodeCamp/issues/comments/2329733913,https://github.com/freeCodeCamp/freeCodeCamp/pull/56003#issuecomment-2329733913,gikf,https://github.com/gikf,2024-09-04T18:37:03Z,2024-09-04T18:38:13Z,"There's slight problem that in next step [49](https://www.freecodecamp.org/learn/javascript-algorithms-and-data-structures-v8/learn-recursion-by-building-a-decimal-to-binary-converter/step-49), seed code has: `'a(): returns ""freeCodeCamp "" + b()'`. It'd be good to keep this consistent between steps."
https://api.github.com/repos/freeCodeCamp/freeCodeCamp/issues/comments/2329316456,https://github.com/freeCodeCamp/freeCodeCamp/pull/56002#issuecomment-2329316456,camper-chan[bot],https://github.com/apps/camper-chan,2024-09-04T15:05:38Z,2024-09-04T15:05:38Z,"Hi there,

Thanks for creating this pull request.

The linked issue has not been triaged yet, and a solution has not been agreed upon. Once the issue is open for contribution, you are welcome to update this pull request to reflect the issue consensus. Until the issue is open for contribution, we will not be able to review your pull request."
https://api.github.com/repos/freeCodeCamp/freeCodeCamp/issues/comments/2329336753,https://github.com/freeCodeCamp/freeCodeCamp/pull/56002#issuecomment-2329336753,Teddydesta,https://github.com/Teddydesta,2024-09-04T15:10:50Z,2024-09-04T15:10:50Z,waiting for the approval and ready adjust if needed..
https://api.github.com/repos/freeCodeCamp/freeCodeCamp/issues/comments/2329577918,https://github.com/freeCodeCamp/freeCodeCamp/pull/56002#issuecomment-2329577918,camper-chan[bot],https://github.com/apps/camper-chan,2024-09-04T17:05:14Z,2024-09-04T17:05:14Z,"Hey there,

Thanks for your interest in contributing. We appreciate your efforts, but this PR doesn't follow [our guidelines](https://contribute.freecodecamp.org/how-to-open-a-pull-request).

Do not worry, you should join our [Discord](https://discord.gg/KVUmVXA) server and ask for help in the `#contributors` channel. That will help other contributors guide you to get your PR ready for a review. 

Happy Contributing!"
https://api.github.com/repos/freeCodeCamp/freeCodeCamp/issues/comments/2326652402,https://github.com/freeCodeCamp/freeCodeCamp/pull/55988#issuecomment-2326652402,ilenia-magoni,https://github.com/ilenia-magoni,2024-09-03T14:19:25Z,2024-09-03T14:19:25Z,As it is the lab can be completed with an invisible house. Should maybe ask for each item to have a border or background color?
https://api.github.com/repos/freeCodeCamp/freeCodeCamp/issues/comments/2325327168,https://github.com/freeCodeCamp/freeCodeCamp/pull/55985#issuecomment-2325327168,nieldakarla,https://github.com/nieldakarla,2024-09-02T21:50:35Z,2024-09-02T21:50:35Z,"This looks great! 
I think descriptions could become the place where we ""show the explanation"" and I agree these collapsible descriptions could be below the exercises. And, yes - we'd use them to all  tasks except the dialogues. Then we'd need to use an  #-- instructions-- section where we add explanation about the exercise. For the new blocks I'm working I'm already adding those. 

During our last meeting Tom mentioned we could use an alternative to adding html tags to the markdown. You might want to discuss that with him. "
https://api.github.com/repos/freeCodeCamp/freeCodeCamp/issues/comments/2325394613,https://github.com/freeCodeCamp/freeCodeCamp/pull/55985#issuecomment-2325394613,oguzhan18,https://github.com/oguzhan18,2024-09-03T00:00:01Z,2024-09-03T05:49:57Z,This is an automated response to help you with this issue. Please let us know if you need further assistance.
https://api.github.com/repos/freeCodeCamp/freeCodeCamp/issues/comments/2321865196,https://github.com/freeCodeCamp/freeCodeCamp/pull/55957#issuecomment-2321865196,jdwilkin4,https://github.com/jdwilkin4,2024-08-30T16:26:30Z,2024-08-30T16:26:52Z,"> I would like to see a little more directing users to play with the app.

Yeah I agree. I can update that 👍 

> Wonder if we should add the demoType: onLoad here? was that left out intentionally? It might help a bit.

I wasn't sure if that was only for labs but I can add that in

> On step 1, you could maybe describe the boilerplate given to them and tell them to look at it - and what functionality they will add.

We could do something similar to the current pyramid generator project where we give a brief intro into what they are going to do

https://www.freecodecamp.org/learn/javascript-algorithms-and-data-structures-v8/learn-introductory-javascript-by-building-a-pyramid-generator/step-1

We could explain what the boilerplate is there and encourage them to check it out before proceeding to the next step.

We could also do this for all DOM projects where the HTML and CSS is provided for them
"
https://api.github.com/repos/freeCodeCamp/freeCodeCamp/issues/comments/2321933056,https://github.com/freeCodeCamp/freeCodeCamp/pull/55957#issuecomment-2321933056,moT01,https://github.com/moT01,2024-08-30T16:38:40Z,2024-08-30T16:39:01Z,"> I wasn't sure if that was only for labs but I can add that in

Yea, the labs should have a `demoType` of `onClick` I believe - that will show the button to open the preview. And step-1 of the workshops should have a `demoType` of `onLoad` I believe (assuming we want it) - which opens the preview on that step. [See step-1 of the current quiz project](https://raw.githubusercontent.com/freeCodeCamp/freeCodeCamp/main/curriculum/challenges/english/14-responsive-web-design-22/learn-accessibility-by-building-a-quiz/614ccc21ea91ef1736b9b578.md) - and [see it in action](https://www.freecodecamp.dev/learn/2022/responsive-web-design/learn-accessibility-by-building-a-quiz/step-1)"
https://api.github.com/repos/freeCodeCamp/freeCodeCamp/issues/comments/2329713976,https://github.com/freeCodeCamp/freeCodeCamp/pull/55957#issuecomment-2329713976,jdwilkin4,https://github.com/jdwilkin4,2024-09-04T18:25:15Z,2024-09-04T18:25:15Z,I will work on applying the other changes tomorrow 👍 
https://api.github.com/repos/freeCodeCamp/freeCodeCamp/issues/comments/2330458957,https://github.com/freeCodeCamp/freeCodeCamp/pull/55957#issuecomment-2330458957,jdwilkin4,https://github.com/jdwilkin4,2024-09-05T02:06:49Z,2024-09-05T02:55:42Z,"> step5 - The getRoundResults function is started for me. We could add another step and let the users create that?

The issue with that is there is no good way to test that they created variable and assigned it the result of called the `getRoundResults`. We would have to use regex tests here, which I don't think we should do here

```js
function getRoundResults(userOption) {
  const computerResult = getRandomComputerResult();
 
}
```

even if we try to update step 6 to have them create the function and mention that they should create a variable of their choice and assign that function call, the directions are already long enough as is. So my concern of adding another sentence of two will make it to long and crowded.



"
https://api.github.com/repos/freeCodeCamp/freeCodeCamp/issues/comments/2316081995,https://github.com/freeCodeCamp/freeCodeCamp/pull/55955#issuecomment-2316081995,Ksound22,https://github.com/Ksound22,2024-08-28T19:17:13Z,2024-08-28T19:17:13Z,"> The workshop is off to a good start Here is some early feedback from me 👍

Thank you. And sorry for bothering you. I should have converted the PR to a draft on time."
https://api.github.com/repos/freeCodeCamp/freeCodeCamp/issues/comments/2317243886,https://github.com/freeCodeCamp/freeCodeCamp/pull/55946#issuecomment-2317243886,Sembauke,https://github.com/Sembauke,2024-08-29T10:16:06Z,2024-08-29T10:16:36Z,"> Also, if I get around to it - the end goal might be to have a single view component that incorporates all these features.

I would love this."
https://api.github.com/repos/freeCodeCamp/freeCodeCamp/issues/comments/2309443586,https://github.com/freeCodeCamp/freeCodeCamp/pull/55936#issuecomment-2309443586,Sembauke,https://github.com/Sembauke,2024-08-26T06:38:59Z,2024-08-26T06:38:59Z,It might be useful to add a comment on the attribute usage condition as it is a pretty niche solution.
