comment_url,review_id,comment_id,file_path,comment_body,author_login,author_url,created_at,updated_at,pr_url
https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/comments/1741889233,2277153061,1741889233,curriculum/challenges/english/25-front-end-development/lab-house-painting/66d6a7a3e1aa411e94bf2346.md,stray console.log remaining here,ilenia-magoni,https://github.com/ilenia-magoni,2024-09-03T11:24:43Z,2024-09-03T11:24:44Z,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/55988
https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/comments/1742555669,2278276024,1742555669,curriculum/challenges/english/25-front-end-development/lab-house-painting/66d6a7a3e1aa411e94bf2346.md,"```suggestion
assert(new __helpers.CSSHelp(document).getStyle(""#house"")?.getPropertyValue(""border""));
```",ilenia-magoni,https://github.com/ilenia-magoni,2024-09-03T19:17:42Z,2024-09-03T19:27:09Z,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/55988
https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/comments/1742556341,2278276024,1742556341,curriculum/challenges/english/25-front-end-development/lab-house-painting/66d6a7a3e1aa411e94bf2346.md,"```suggestion
assert(new __helpers.CSSHelp(document).getStyle(""#house"")?.getPropertyValue(""background-color""));
```",ilenia-magoni,https://github.com/ilenia-magoni,2024-09-03T19:18:01Z,2024-09-03T19:27:09Z,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/55988
https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/comments/1742556842,2278276024,1742556842,curriculum/challenges/english/25-front-end-development/lab-house-painting/66d6a7a3e1aa411e94bf2346.md,"```suggestion
assert(new __helpers.CSSHelp(document).getStyle(""#chimney"")?.getPropertyValue(""width""));
```",ilenia-magoni,https://github.com/ilenia-magoni,2024-09-03T19:18:18Z,2024-09-03T19:27:09Z,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/55988
https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/comments/1742557126,2278276024,1742557126,curriculum/challenges/english/25-front-end-development/lab-house-painting/66d6a7a3e1aa411e94bf2346.md,"```suggestion
assert(new __helpers.CSSHelp(document).getStyle(""#chimney"")?.getPropertyValue(""height""));
```",ilenia-magoni,https://github.com/ilenia-magoni,2024-09-03T19:18:27Z,2024-09-03T19:27:09Z,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/55988
https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/comments/1742557380,2278276024,1742557380,curriculum/challenges/english/25-front-end-development/lab-house-painting/66d6a7a3e1aa411e94bf2346.md,"```suggestion
assert(new __helpers.CSSHelp(document).getStyle(""#chimney"")?.getPropertyValue(""border""));
```",ilenia-magoni,https://github.com/ilenia-magoni,2024-09-03T19:18:36Z,2024-09-03T19:27:09Z,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/55988
https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/comments/1742557658,2278276024,1742557658,curriculum/challenges/english/25-front-end-development/lab-house-painting/66d6a7a3e1aa411e94bf2346.md,"```suggestion
assert(new __helpers.CSSHelp(document).getStyle(""#chimney"")?.getPropertyValue(""background-color""));
```",ilenia-magoni,https://github.com/ilenia-magoni,2024-09-03T19:18:44Z,2024-09-03T19:27:09Z,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/55988
https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/comments/1742557961,2278276024,1742557961,curriculum/challenges/english/25-front-end-development/lab-house-painting/66d6a7a3e1aa411e94bf2346.md,"```suggestion
assert(new __helpers.CSSHelp(document).getStyle(""#decor"")?.getPropertyValue(""width""));
```",ilenia-magoni,https://github.com/ilenia-magoni,2024-09-03T19:18:55Z,2024-09-03T19:27:09Z,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/55988
https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/comments/1742558219,2278276024,1742558219,curriculum/challenges/english/25-front-end-development/lab-house-painting/66d6a7a3e1aa411e94bf2346.md,"```suggestion
assert(new __helpers.CSSHelp(document).getStyle(""#decor"")?.getPropertyValue(""height""));
```",ilenia-magoni,https://github.com/ilenia-magoni,2024-09-03T19:19:05Z,2024-09-03T19:27:09Z,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/55988
https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/comments/1742558473,2278276024,1742558473,curriculum/challenges/english/25-front-end-development/lab-house-painting/66d6a7a3e1aa411e94bf2346.md,"```suggestion
assert(new __helpers.CSSHelp(document).getStyle(""#decor"")?.getPropertyValue(""border""));
```",ilenia-magoni,https://github.com/ilenia-magoni,2024-09-03T19:19:14Z,2024-09-03T19:27:09Z,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/55988
https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/comments/1742558648,2278276024,1742558648,curriculum/challenges/english/25-front-end-development/lab-house-painting/66d6a7a3e1aa411e94bf2346.md,"```suggestion
assert(new __helpers.CSSHelp(document).getStyle(""#decor"")?.getPropertyValue(""background-color""));
```",ilenia-magoni,https://github.com/ilenia-magoni,2024-09-03T19:19:24Z,2024-09-03T19:27:09Z,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/55988
https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/comments/1742558916,2278276024,1742558916,curriculum/challenges/english/25-front-end-development/lab-house-painting/66d6a7a3e1aa411e94bf2346.md,"```suggestion
const window1 = new __helpers.CSSHelp(document).getStyle(""#window-1"")?.getPropertyValue(""width"");
```",ilenia-magoni,https://github.com/ilenia-magoni,2024-09-03T19:19:36Z,2024-09-03T19:27:10Z,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/55988
https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/comments/1742559257,2278276024,1742559257,curriculum/challenges/english/25-front-end-development/lab-house-painting/66d6a7a3e1aa411e94bf2346.md,"```suggestion
const windows = new __helpers.CSSHelp(document).getStyle(""#window-1, #window-2"")?.getPropertyValue(""width"") || new __helpers.CSSHelp(document).getStyle(""#window-2, #window-1"")?.getPropertyValue(""width"");
```",ilenia-magoni,https://github.com/ilenia-magoni,2024-09-03T19:19:52Z,2024-09-03T19:27:10Z,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/55988
https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/comments/1742559580,2278276024,1742559580,curriculum/challenges/english/25-front-end-development/lab-house-painting/66d6a7a3e1aa411e94bf2346.md,"```suggestion
const window1 = new __helpers.CSSHelp(document).getStyle(""#window-1"")?.getPropertyValue(""height"");
```",ilenia-magoni,https://github.com/ilenia-magoni,2024-09-03T19:20:07Z,2024-09-03T19:27:10Z,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/55988
https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/comments/1742559967,2278276024,1742559967,curriculum/challenges/english/25-front-end-development/lab-house-painting/66d6a7a3e1aa411e94bf2346.md,"```suggestion
const windows = new __helpers.CSSHelp(document).getStyle(""#window-1, #window-2"")?.getPropertyValue(""height"") || new __helpers.CSSHelp(document).getStyle(""#window-2, #window-1"")?.getPropertyValue(""height"");
```",ilenia-magoni,https://github.com/ilenia-magoni,2024-09-03T19:20:23Z,2024-09-03T19:27:10Z,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/55988
https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/comments/1742576516,2278309461,1742576516,curriculum/challenges/english/25-front-end-development/lab-house-painting/66d6a7a3e1aa411e94bf2346.md,"```suggestion
const window1 = new __helpers.CSSHelp(document).getStyle(""#window-1"")?.getPropertyValue(""border"");
```",ilenia-magoni,https://github.com/ilenia-magoni,2024-09-03T19:33:05Z,2024-09-03T19:38:11Z,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/55988
https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/comments/1742576796,2278309461,1742576796,curriculum/challenges/english/25-front-end-development/lab-house-painting/66d6a7a3e1aa411e94bf2346.md,"```suggestion
const windows = new __helpers.CSSHelp(document).getStyle(""#window-1, #window-2"")?.getPropertyValue(""border"") || new __helpers.CSSHelp(document).getStyle(""#window-2, #window-1"")?.getPropertyValue(""border"");
```",ilenia-magoni,https://github.com/ilenia-magoni,2024-09-03T19:33:20Z,2024-09-03T19:38:11Z,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/55988
